term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf
moment,905,0.0008092879428615885,10.271059277848385,6,NN,2,"{'NN', 'NNP'}",0,moment,moment,mom,4.642702703453042,0.00043567670415385444
really,904,0.000808393702040747,10.272654297403765,6,RB,2,"{'RB', 'NNP'}",0,realli,realli,real,7.452584778834505,0.0007316592782642252
because,894,0.0007994512938323316,10.288702238635635,7,IN,3,"{'RB', 'NNP', 'IN'}",1,becaus,becaus,becaus,4.642702703453042,0.0004455207936683883
any,893,0.0007985570530114901,10.29031689469773,3,DT,2,"{'NNP', 'DT'}",1,ani,ani,any,3.818900336806755,0.00035923557174185434
felt,890,0.0007958743305489655,10.295171733965192,4,VBD,7,"{'NN', 'VB', 'JJ', 'NNS', 'VBN', 'VBP', 'VBD'}",0,felt,felt,felt,6.2624866256313165,0.0005779672007501176
mrs,889,0.000794980089728124,10.296793650989182,3,NNP,2,"{'NN', 'NNP'}",0,mr,mrs,mrs,30.147446070286758,0.005814510700139035
say,883,0.0007896146448030748,10.306563632170485,3,VB,4,"{'VB', 'VBP', 'NN', 'NNP'}",0,say,say,say,4.2319504526914224,0.00039897815224349724
its,875,0.0007824607182363425,10.319694053099262,3,PRP$,1,{'PRP$'},1,it,it,it,7.844502835152109,0.0007226585551346848
hogwarts,866,0.0007744125508487687,10.334610045092228,8,NNP,6,"{'VB', 'VBZ', 'NNS', 'NNP', 'NNPS', 'RP'}",0,hogwart,hogwart,hogwart,11.628706355343565,0.0012688803493702606
great,852,0.0007618931793569872,10.358123639593114,5,JJ,3,"{'JJ', 'NN', 'NNP'}",0,great,great,gre,4.2319504526914224,0.00036939788698302
might,837,0.0007484795670443642,10.383749447268608,5,MD,3,"{'VBD', 'NNP', 'MD'}",0,might,might,might,2.1439612170192297,0.00018348802096304992
has,821,0.0007341717139108996,10.411594848041148,3,VBZ,2,"{'VBZ', 'NNP'}",1,ha,has,has,12.355357506885758,0.0012012279977274786
lupin,806,0.0007207581015982766,10.438197231290985,5,NNP,3,"{'VB', 'NN', 'NNP'}",0,lupin,lupin,lupin,31.784385976350496,0.008003826553707637
front,805,0.0007198638607774351,10.439988286816973,5,NN,4,"{'RB', 'JJ', 'NN', 'NNP'}",0,front,front,front,6.2624866256313165,0.0005217353813926714
ever,792,0.0007082387301064951,10.463476639739342,4,RB,2,"{'RB', 'NNP'}",0,ever,ever,ev,5.457264587672999,0.000472826427192114
george,776,0.0006939308769730306,10.492920417631824,6,NNP,2,"{'NN', 'NNP'}",0,georg,georg,georg,27.582097658348683,0.003693582681434376
neville,773,0.0006912481545105059,10.498508655894105,7,NNP,2,"{'RB', 'NNP'}",0,nevil,nevill,nevil,30.507299756481594,0.004975956514789841
ginny,767,0.0006858827095854568,10.50975049231602,5,NNP,4,"{'VB', 'JJ', 'NN', 'NNP'}",0,ginni,ginni,ginny,29.605796274074486,0.004536998166576327
came,767,0.0006858827095854568,10.50975049231602,4,VBD,3,"{'VBP', 'NN', 'VBD'}",0,came,came,cam,4.2319504526914224,0.0003458320043712238
death,760,0.000679623023839566,10.522977651488004,5,NNP,4,"{'VBP', 'JJ', 'NN', 'NNP'}",0,death,death,dea,25.24288292520628,0.002865755613187177
feet,751,0.0006715748564519922,10.54016416230468,4,NNS,3,"{'NNS', 'NN', 'NNP'}",0,feet,feet,feet,6.66156356230773,0.0005267221543914687
take,751,0.0006715748564519922,10.54016416230468,4,VB,4,"{'VB', 'VBP', 'NN', 'NNP'}",0,take,take,tak,4.2319504526914224,0.0003270052072589191
sure,736,0.0006581612441393692,10.569271303761939,4,JJ,6,"{'RB', 'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,sure,sure,sur,6.66156356230773,0.0005178072572030628
anything,735,0.0006572670033185276,10.571232820095226,8,NN,3,"{'NN', 'VBG', 'NNP'}",0,anyth,anyth,anyth,7.844502835152109,0.0006508083784379903
mcgonagall,734,0.0006563727624976862,10.57319700697574,10,NNP,5,"{'NN', 'VB', 'JJ', 'NNP', 'DT'}",0,mcgonagal,mcgonagal,mcgonagall,30.147446070286758,0.004374442101488373
took,725,0.0006483245951101124,10.590996074916655,4,VBD,5,"{'NN', 'VB', 'NNP', 'VBP', 'VBD'}",0,took,took,took,5.051144866289839,0.0003858088060124081
another,722,0.0006456418726475877,10.59697823293178,7,DT,2,"{'NNP', 'DT'}",0,anoth,anoth,anoth,5.457264587672999,0.00041010694268605853
trying,719,0.0006429591501850631,10.602985299379654,6,VBG,1,{'VBG'},0,tri,tri,try,7.844502835152109,0.0006325028874996245
yeah,716,0.0006402764277225385,10.609017482554696,4,UH,7,"{'RB', 'NN', 'VB', 'PRP', 'NNP', 'JJR', 'UH'}",0,yeah,yeah,yeah,17.78544224666998,0.0016061962100976353
make,716,0.0006402764277225385,10.609017482554696,4,VB,6,"{'NN', 'VB', 'JJ', 'NNS', 'NNP', 'VBP'}",0,make,make,mak,4.642702703453042,0.0003525936502861816
next,713,0.0006375937052600139,10.615074993375064,4,JJ,6,"{'RB', 'VB', 'JJ', 'NNP', 'IN', 'VBP'}",0,next,next,next,6.66156356230773,0.0005171729257059248
nothing,709,0.0006340167419766478,10.623191442579436,7,NN,3,"{'NN', 'VBG', 'NNP'}",0,noth,noth,noth,6.66156356230773,0.0004965740244315992
must,706,0.0006313340195141232,10.629308886547772,4,MD,2,"{'NNP', 'MD'}",0,must,must,must,8.621087189944651,0.0006666815565757163
open,699,0.0006250743337682324,10.643684614443515,4,JJ,8,"{'RB', 'NN', 'VB', 'JJ', 'VBZ', 'NNP', 'RP', 'VBP'}",0,open,open,op,7.05826729328299,0.0005186942115908971
three,697,0.0006232858521265493,10.64781841395053,5,CD,3,"{'CD', 'VBP', 'NNP'}",0,three,three,three,8.234008131936621,0.0006393517421826619
while,697,0.0006232858521265493,10.64781841395053,5,IN,3,"{'VB', 'NN', 'IN'}",1,while,while,whil,4.2319504526914224,0.0003014140753219826
old,693,0.0006197088888431833,10.656121717681739,3,JJ,2,"{'JJ', 'NNP'}",0,old,old,old,7.05826729328299,0.0005433360377940351
table,687,0.0006143434439181341,10.668666971000851,5,NN,4,"{'VB', 'JJ', 'NN', 'NNP'}",0,tabl,tabl,tabl,22.21215376770208,0.002168885263350549
few,687,0.0006143434439181341,10.668666971000851,3,JJ,2,"{'JJ', 'NNP'}",1,few,few,few,6.2624866256313165,0.0004546672518285083
inside,686,0.0006134492030972925,10.67076849364614,6,IN,7,"{'RB', 'NN', 'VB', 'JJ', 'VBN', 'NNP', 'IN'}",0,insid,insid,insid,7.05826729328299,0.0005097144096483589
went,681,0.0006089779989930848,10.68132227180688,4,VBD,4,"{'VBP', 'NNP', 'NN', 'VBD'}",0,went,went,went,7.844502835152109,0.0006136086348296325
course,664,0.0005937759050387788,10.717793828472027,6,NN,2,"{'NN', 'NNP'}",0,cours,cours,cours,7.452584778834505,0.0005578939255573503
against,655,0.000585727737651205,10.737482163394139,7,IN,2,"{'NNP', 'IN'}",1,against,against,against,7.05826729328299,0.0005014355047730838
floor,651,0.0005821507743678388,10.746319526653316,5,NN,2,"{'NN', 'NNP'}",0,floor,floor,flo,16.163687568074245,0.0012519746154363287
find,651,0.0005821507743678388,10.746319526653316,4,VB,5,"{'NN', 'VB', 'IN', 'NNP', 'VBP'}",0,find,find,find,6.66156356230773,0.00047268379758983397
school,650,0.0005812565335469973,10.748537351903135,6,NN,2,"{'NN', 'NNP'}",0,school,school,school,14.472766022466258,0.001265344024773784
large,646,0.0005776795702636311,10.757442905125027,5,JJ,2,"{'JJ', 'NNP'}",0,larg,larg,larg,10.519606377597645,0.0008092465121479529
put,645,0.0005767853294427896,10.759677909508335,3,VBD,9,"{'RB', 'NN', 'VB', 'VBN', 'NNP', 'IN', 'FW', 'VBP', 'VBD'}",0,put,put,put,8.234008131936621,0.0005962468198082854
under,639,0.0005714198845177404,10.773161138871957,5,IN,2,"{'NNP', 'IN'}",1,under,under,und,8.621087189944651,0.0006252112577781894
own,635,0.0005678429212343743,10.782220478159424,3,JJ,5,"{'VB', 'JJ', 'IN', 'NNP', 'VBP'}",1,own,own,own,8.234008131936621,0.0005698758639490057
upon,631,0.0005642659579510081,10.791337064836403,4,IN,8,"{'RB', 'NN', 'VB', 'JJ', 'NNS', 'IN', 'RP', 'VBP'}",0,upon,upon,upon,21.66152038563001,0.0017907746154918773
umbridge,627,0.000560688994667642,10.800511627016913,8,NNP,4,"{'VB', 'VBP', 'NN', 'NNP'}",0,umbridg,umbridg,umbridg,27.603750305945088,0.007584311076311217
hall,627,0.000560688994667642,10.800511627016913,4,NN,3,"{'JJ', 'NN', 'NNP'}",0,hall,hall,hal,22.750106568484572,0.0019186366641050633
every,622,0.0005562177905634343,10.81206248968835,5,DT,2,"{'NNP', 'DT'}",0,everi,everi,every,6.2624866256313165,0.0004117544574246593
thing,615,0.0005499581048175436,10.82839065959235,5,NN,3,"{'VBZ', 'NN', 'NNP'}",0,thing,thing,thing,9.767629851597142,0.0006817643454684982
seen,614,0.000549063863996702,10.830738414448772,4,VBN,2,"{'VBN', 'NNP'}",0,seen,seen,seen,9.005726378478302,0.0006102110240793593
found,612,0.000547275382355019,10.8354454171263,5,VBD,7,"{'NN', 'VB', 'JJ', 'VBN', 'NNP', 'VBP', 'VBD'}",0,found,found,found,10.144866094116612,0.0006964229183646681
gave,612,0.000547275382355019,10.8354454171263,4,VBD,3,"{'VB', 'NNP', 'VBD'}",0,gave,gave,gav,7.452584778834505,0.0004928153540409868
magic,608,0.0005436984190716528,10.844905746375368,5,NNP,11,"{'RB', 'NN', 'VB', 'JJ', 'PRP', 'NNS', 'VBN', 'NNP', 'IN', 'JJR', 'VBD'}",0,magic,magic,mag,12.7148130787746,0.0009475969860726427
gryffindor,605,0.0005410156966091282,10.852041927656996,10,NNP,3,"{'VB', 'NN', 'NNP'}",0,gryffindor,gryffindor,gryffind,26.988064115634767,0.002720484857947461
ministry,605,0.0005410156966091282,10.852041927656996,8,NNP,1,{'NNP'},0,ministri,ministri,min,22.48272685337052,0.0019668668625147
hands,603,0.0005392272149674452,10.856819067918867,5,NNS,2,"{'VBZ', 'NNS'}",0,hand,hand,hand,5.8610493812381685,0.0003804251894410758
both,602,0.0005383329741466036,10.859213583059251,4,DT,5,"{'VB', 'NNP', 'CC', 'DT', 'PDT'}",1,both,both,both,9.387911912817998,0.0006272250948151564
place,602,0.0005383329741466036,10.859213583059251,5,NN,5,"{'NN', 'VB', 'VBZ', 'NNP', 'VBP'}",0,place,place,plac,11.26154118900153,0.000748061475058444
our,599,0.000535650251684079,10.866421067030167,3,PRP$,2,"{'PRP$', 'NNP'}",1,our,our,our,10.891836274371133,0.0007599455114026175
stood,594,0.0005311790475798714,10.878514139018186,5,VBD,6,"{'NN', 'JJ', 'VBZ', 'VBN', 'NNP', 'VBD'}",0,stood,stood,stood,9.005726378478302,0.0005785588449556237
need,593,0.0005302848067590298,10.880944965272949,4,VBP,7,"{'NN', 'VB', 'JJ', 'VBN', 'NNP', 'VBP', 'MD'}",0,need,need,nee,9.005726378478302,0.000585898422807213
hear,591,0.0005284963251173467,10.88581893964142,4,VB,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,hear,hear,hear,8.234008131936621,0.0005262526319595585
night,585,0.0005231308801922975,10.900540445348186,5,NN,2,"{'NN', 'NNP'}",0,night,night,night,13.07166806936216,0.0009002258015171777
most,580,0.0005186596760880899,10.912924169804018,4,RBS,4,"{'VB', 'JJS', 'RBS', 'NNP'}",1,most,most,most,8.234008131936621,0.0005346821025720256
onto,579,0.0005177654352672484,10.915413721829715,4,IN,2,"{'VBP', 'IN'}",0,onto,onto,onto,10.891836274371133,0.0007050543080316875
pulled,575,0.0005141884719838822,10.925415113987215,6,VBD,4,"{'VB', 'JJ', 'VBN', 'VBD'}",0,pull,pull,pul,11.26154118900153,0.0007300190852625625
without,573,0.0005123999903421992,10.930441931062047,7,IN,2,"{'NNP', 'IN'}",0,without,without,without,5.8610493812381685,0.00036275469859469887
mean,566,0.0005061403045963084,10.94817501698707,4,VBP,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,mean,mean,mean,12.355357506885758,0.0008370650258193369
wanted,563,0.0005034575821337838,10.955842147738723,6,VBD,4,"{'JJ', 'NNP', 'VBN', 'VBD'}",0,want,want,want,9.767629851597142,0.0006197826535015275
end,563,0.0005034575821337838,10.955842147738723,3,NN,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,end,end,end,11.26154118900153,0.0007232638371016701
hair,562,0.0005025633413129422,10.958406939598026,4,NN,4,"{'VB', 'JJ', 'NN', 'NNP'}",0,hair,hair,hair,11.26154118900153,0.000720963732717171
bit,559,0.0004998806188504177,10.966128786975762,3,NN,9,"{'RB', 'NN', 'VB', 'JJ', 'VBZ', 'NNP', 'IN', 'VBP', 'VBD'}",0,bit,bit,bit,13.07166806936216,0.0008770461348513712
across,557,0.0004980921372087346,10.971299742478921,6,IN,4,"{'VBZ', 'RP', 'NN', 'IN'}",0,across,across,across,8.234008131936621,0.0004859059072064913
each,553,0.0004945151739253684,10.981697589584245,4,DT,1,{'DT'},1,each,each,each,10.891836274371133,0.0006741531978637693
house,553,0.0004945151739253684,10.981697589584245,5,NN,2,"{'NN', 'NNP'}",0,hous,hous,hous,16.163687568074245,0.0012081838958323788
boy,553,0.0004945151739253684,10.981697589584245,3,NN,9,"{'NN', 'VB', 'JJ', 'VBZ', 'NNS', 'NNP', 'IN', 'UH', 'VBD'}",0,boy,boy,boy,16.163687568074245,0.0011755197873628779
quite,550,0.0004918324514628439,10.989545451406931,5,RB,7,"{'RB', 'NN', 'VB', 'JJ', 'NNP', 'VBP', 'PDT'}",0,quit,quit,quit,10.144866094116612,0.0006180551577032359
being,548,0.0004900439698211608,10.994801176858426,5,VBG,2,"{'VBG', 'NNP'}",1,be,be,being,7.844502835152109,0.00047296471062640026
wasn,543,0.0004855727657169531,11.008024872014591,4,VBZ,9,"{'NN', 'VB', 'JJ', 'VBZ', 'NNP', 'WP', 'WRB', 'VBP', 'VBD'}",1,wasn,wasn,wasn,14.126471936937065,0.0009716977094244748
couldn,543,0.0004855727657169531,11.008024872014591,6,VBP,8,"{'NN', 'VB', 'JJ', 'VBZ', 'NNS', 'NNP', 'VBP', 'VBD'}",1,couldn,couldn,couldn,16.49364257661822,0.0012387509117451029
uncle,542,0.0004846785248961116,11.01068421846508,5,NNP,3,"{'JJ', 'NN', 'NNP'}",0,uncl,uncl,unc,31.324917725335315,0.007289808545355978
cloak,540,0.0004828900432544285,11.016017662768121,5,NNP,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,cloak,cloak,cloak,26.360619643449823,0.002366692986611986
air,540,0.0004828900432544285,11.016017662768121,3,NN,1,{'NN'},0,air,air,air,11.993316833529596,0.0007332193810728515
better,533,0.00047663035750853777,11.034841537059776,6,JJR,8,"{'RB', 'NN', 'VB', 'JJ', 'NNP', 'JJR', 'RBR', 'VBP'}",0,better,better,bet,11.993316833529596,0.0007498434843781958
done,531,0.0004748418758668547,11.040265209014798,4,VBN,3,"{'NN', 'VBN', 'NNP'}",0,done,done,don,11.993316833529596,0.0007489990833106122
years,531,0.0004748418758668547,11.040265209014798,5,NNS,2,"{'NNS', 'NNP'}",0,year,year,year,13.07166806936216,0.000861338198120277
man,529,0.00047305339422517163,11.045709347704927,3,NN,2,"{'NN', 'NNP'}",0,man,man,man,18.724354391617457,0.0013219314507439573
side,526,0.00047037067176264704,11.05391427052665,4,NN,5,"{'NN', 'VB', 'JJ', 'VBN', 'NNP'}",0,side,side,sid,13.777513451369435,0.0008215786923110039
happened,524,0.00046858219012096394,11.059410258281503,8,VBD,2,"{'VBN', 'VBD'}",0,happen,happen,hap,13.425906812307058,0.0008352114211096889
help,520,0.0004650052268375978,11.070465446790498,4,VB,4,"{'VB', 'VBP', 'NN', 'NNP'}",0,help,help,help,12.355357506885758,0.0007640620920704853
keep,517,0.0004623225043750732,11.078812789504017,4,VB,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,keep,keep,keep,11.993316833529596,0.0007288800794430966
doing,515,0.00046053402273339017,11.08440463774837,5,VBG,2,"{'VBG', 'NNP'}",1,do,do,doing,12.7148130787746,0.0007676883882137099
enough,512,0.0004578513002708655,11.092833259818953,6,RB,8,"{'RB', 'NN', 'VB', 'JJ', 'VBN', 'IN', 'NNP', 'VBP'}",0,enough,enough,enough,7.844502835152109,0.0004438375285434242
mind,511,0.00045695705945002403,11.095653778881331,4,NN,6,"{'RB', 'NN', 'VB', 'IN', 'NNP', 'VBP'}",0,mind,mind,mind,11.993316833529596,0.0007237056422574986
wizard,508,0.0004542743369874994,11.104148573046787,6,NN,5,"{'RB', 'NN', 'VB', 'JJ', 'NNP'}",0,wizard,wizard,wizard,20.812191947784317,0.0015227438388031546
moody,507,0.0004533800961666579,11.106991322815611,5,NNP,2,"{'NN', 'NNP'}",0,moodi,moodi,moody,30.83724276659635,0.0051704574228010605
vernon,505,0.0004515916145249748,11.112693682179795,6,NNP,3,"{'VB', 'NN', 'NNP'}",0,vernon,vernon,vernon,28.611538695695167,0.008919891712229752
should,499,0.0004462261695999256,11.129937254481693,6,MD,2,"{'NNP', 'MD'}",1,should,should,should,12.7148130787746,0.0007538897936732223
those,493,0.00044086072467487637,11.147389423441041,5,DT,1,{'DT'},1,those,those,thos,13.07166806936216,0.000755920631209408
along,493,0.00044086072467487637,11.147389423441041,5,IN,6,"{'RB', 'NN', 'JJ', 'IN', 'NNP', 'RP'}",0,along,along,along,13.425906812307058,0.0007809001357251851
these,493,0.00044086072467487637,11.147389423441041,5,DT,1,{'DT'},1,these,these,thes,12.7148130787746,0.000735860669883835
light,491,0.00043907224303319333,11.153254045504259,5,NN,6,"{'NN', 'VB', 'JJ', 'VBN', 'NNP', 'VBD'}",0,light,light,light,18.10129549659712,0.0011115840581737374
second,489,0.00043728376139151023,11.15914260486672,6,JJ,4,"{'RB', 'JJ', 'NN', 'NNP'}",0,second,second,second,9.767629851597142,0.0005264772559322962
give,489,0.00043728376139151023,11.15914260486672,4,VB,5,"{'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,give,give,giv,11.993316833529596,0.0006765583383009333
year,488,0.00043638952057066874,11.162095922256066,4,NN,2,"{'NN', 'NNP'}",0,year,year,year,17.466731775592503,0.0011800300805923296
else,488,0.00043638952057066874,11.162095922256066,4,RB,4,"{'JJ', 'RB', 'VBP', 'VB'}",0,els,els,els,10.519606377597645,0.0005897683967637332
bed,485,0.00043370679810814415,11.170992322744462,3,NN,7,"{'NN', 'VB', 'NNS', 'VBN', 'NNP', 'RP', 'VBD'}",0,bed,bed,bed,24.03826413337308,0.001816541807408267
already,481,0.000430129834824778,11.18294017604891,7,RB,2,"{'RB', 'NNP'}",0,alreadi,alreadi,already,14.126471936937065,0.0008315960932137344
yet,478,0.00042744711236225336,11.191966451838203,3,RB,3,"{'RB', 'NNP', 'CC'}",0,yet,yet,yet,12.355357506885758,0.0006722466672593163
robes,475,0.00042476438989972877,11.201049556600642,5,NNS,7,"{'NN', 'VB', 'JJ', 'VBZ', 'NNS', 'NNP', 'VBP'}",0,robe,robe,rob,18.41427260310381,0.0011467513299667543
staring,474,0.0004238701490788872,11.204090010920693,7,VBG,3,"{'JJ', 'NN', 'VBG'}",0,stare,stare,star,15.157295000605092,0.0008700295028284469
fudge,474,0.0004238701490788872,11.204090010920693,5,NNP,2,"{'NN', 'NNP'}",0,fudg,fudg,fudg,30.45259196087263,0.005239341857958857
small,473,0.0004229759082580457,11.207136886479557,5,JJ,3,"{'JJ', 'NN', 'NNP'}",0,small,small,smal,12.355357506885758,0.0006703349092323774
walked,470,0.0004202931857955211,11.216316313253953,6,VBD,2,"{'VBN', 'VBD'}",0,walk,walk,walk,14.472766022466258,0.0008008089918050786
won,469,0.0004193989449746796,11.219389147303575,3,VBD,6,"{'JJS', 'NN', 'VB', 'VBN', 'NNP', 'VBD'}",1,won,won,won,12.7148130787746,0.0007433799205935704
however,469,0.0004193989449746796,11.219389147303575,7,RB,1,{'RB'},0,howev,howev,howev,15.157295000605092,0.0008846935890362947
gone,468,0.00041850470415383804,11.222468540235548,4,VBN,3,"{'NN', 'VBN', 'NNP'}",0,gone,gone,gon,12.7148130787746,0.0007031572805662817
forward,466,0.000416716222512155,11.228647115164671,7,RB,5,"{'RB', 'NN', 'NNP', 'RP', 'VBP'}",0,forward,forward,forward,17.145182758279507,0.0010179855219646433
dobby,464,0.0004149277408704719,11.23485226469138,5,NNP,3,"{'VB', 'NN', 'NNP'}",0,dobbi,dobbi,dobby,25.39849913887362,0.00782591590029854
day,464,0.0004149277408704719,11.23485226469138,3,NN,2,"{'NN', 'NNP'}",0,day,day,day,16.820813627109352,0.001001386967369713
fell,463,0.00041403350004963035,11.237964876558715,4,VBD,2,"{'NNP', 'VBD'}",0,fell,fell,fel,9.005726378478302,0.0004663385391504974
many,462,0.00041313925922878886,11.241084218402895,4,JJ,2,"{'JJ', 'NNP'}",0,mani,mani,many,11.628706355343565,0.0006276836033346172
rather,461,0.0004122450184079473,11.244210319389614,6,RB,3,"{'RB', 'NNP', 'CC'}",0,rather,rather,rath,18.724354391617457,0.0011061439250146072
set,461,0.0004122450184079473,11.244210319389614,3,VBD,7,"{'NN', 'VB', 'JJ', 'VBN', 'NNP', 'VBP', 'VBD'}",0,set,set,set,11.628706355343565,0.0006211270314505907
sat,460,0.00041135077758710576,11.247343208874577,3,VBD,7,"{'RB', 'NN', 'JJ', 'VBZ', 'VBN', 'VBP', 'VBD'}",0,sat,sat,sat,11.993316833529596,0.0006473595899130799
standing,459,0.0004104565367662642,11.250482916405144,8,VBG,3,"{'NN', 'VBG', 'NNP'}",0,stand,stand,stand,12.7148130787746,0.0006632062540712746
suddenly,457,0.00040866805512458117,11.256782904760883,8,RB,1,{'RB'},0,suddenli,sudden,sud,15.495496382191568,0.0009256657816218359
hard,455,0.00040687957348289807,11.263110524732895,4,JJ,5,"{'RB', 'NN', 'VB', 'JJ', 'NNP'}",0,hard,hard,hard,16.49364257661822,0.0009110690404845286
everyone,452,0.0004041968510203735,11.272654297403765,8,NN,3,"{'CD', 'NN', 'NNP'}",0,everyon,everyon,everyon,20.522936569084212,0.00131819051848304
between,450,0.00040240836937869044,11.279052068601915,7,IN,2,"{'NNP', 'IN'}",1,between,between,between,12.7148130787746,0.0006411844508010242
am,450,0.00040240836937869044,11.279052068601915,2,VBP,3,"{'VBP', 'NN', 'NNP'}",1,am,am,am,20.812191947784317,0.001281230472057226
whispered,448,0.00040061988773700734,11.285478337761349,9,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,whisper,whisper,whisp,18.724354391617457,0.0010648004531824027
until,448,0.00040061988773700734,11.285478337761349,5,IN,2,"{'NNP', 'IN'}",1,until,until,until,9.387911912817998,0.00046845787022947407
mouth,445,0.00039793716527448275,11.295171733965192,5,NN,6,"{'RB', 'NN', 'VB', 'JJ', 'NNP', 'VBP'}",0,mouth,mouth,mou,15.495496382191568,0.0008339259329740626
office,445,0.00039793716527448275,11.295171733965192,6,NN,2,"{'NN', 'NNP'}",0,offic,offic,off,28.141840836158458,0.0020668450581612275
past,442,0.00039525444281195816,11.304930700427521,4,IN,6,"{'RB', 'NN', 'VB', 'JJ', 'IN', 'NNP'}",0,past,past,past,15.83096633393488,0.0008349471449432423
yeh,441,0.0003943602019911166,11.308198414261431,3,NN,18,"{'RB', 'NN', 'VB', 'JJ', 'PRP', 'VBZ', 'NNS', 'VBN', 'NNP', 'CD', 'JJR', 'FW', 'CC', 'UH', 'RP', 'VBP', 'MD', 'PDT'}",0,yeh,yeh,yeh,31.324917725335315,0.004779573664999559
began,439,0.00039257172034943356,11.314756130283595,5,VBD,1,{'VBD'},0,began,began,beg,12.7148130787746,0.0006482940860268221
opened,437,0.00039078323870775047,11.321343790318354,6,VBD,3,"{'NNP', 'VBN', 'VBD'}",0,open,open,op,12.7148130787746,0.0006393357047347723
dudley,434,0.0003881005162452259,11.331282027374472,6,NNP,3,"{'VB', 'NN', 'NNP'}",0,dudley,dudley,dudley,28.611538695695167,0.007575078980703807
slightly,433,0.00038720627542438433,11.334610045092228,8,RB,1,{'RB'},0,slightli,slight,slight,16.820813627109352,0.000910418329394761
sitting,433,0.00038720627542438433,11.334610045092228,7,VBG,3,"{'JJ', 'NN', 'VBG'}",0,sit,sit,sit,13.777513451369435,0.0006986036467261412
tried,433,0.00038720627542438433,11.334610045092228,5,VBD,5,"{'VB', 'JJ', 'VBN', 'VBP', 'VBD'}",0,tri,tri,tri,13.425906812307058,0.0007128205913329333
sir,432,0.0003863120346035428,11.337945757655485,3,NN,9,"{'RB', 'NN', 'VB', 'JJ', 'VBZ', 'NNP', 'UH', 'VBP', 'VBD'}",0,sir,sir,sir,31.76285254768149,0.003953173470023056
same,432,0.0003863120346035428,11.337945757655485,4,JJ,3,"{'JJ', 'NN', 'NNP'}",1,same,same,sam,11.628706355343565,0.0005855269663393074
things,431,0.0003854177937827013,11.341289200729854,6,NNS,2,"{'NNS', 'NNP'}",0,thing,thing,thing,11.628706355343565,0.0005987560305951188
quickly,429,0.0003836293121410182,11.347999422319408,7,RB,2,"{'RB', 'NNP'}",0,quickli,quick,quick,12.355357506885758,0.0006431689107962485
top,426,0.0003809465896784936,11.358123639593114,3,NN,4,"{'VB', 'JJ', 'NN', 'NNP'}",0,top,top,top,14.816379260834967,0.0007656821369789939
